"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-11","0.01","0.0","0.0","58","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-12","0.26","0.0","0.0","53","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-13","0.56","0.0","0.0","49","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-14","0.17","0.0","0.0","57","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-15","0.81","0.0","0.0","51","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-16","0.45","0.0","0.0","51","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-17","0.20","0.0","0.0","50","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-18","0.20","0.0","0.0","46","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-19","0.02","0.0","0.0","52","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-20","0.01","0.0","0.0","51","33",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-21","0.15","0.0","0.0","54","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-22","0.01","0.0","0.0","53","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-23","0.18","0.0","0.0","58","33",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-24","0.30","0.0","0.0","54","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-25","0.05","0.0","0.0","53","35",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-26","0.40","0.0","0.0","54","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-27","0.21","0.0","0.0","48","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-28","0.17","0.0","0.0","54","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-29","0.50","0.0","0.0","51","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-30","0.02","0.0","0.0","57","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-03-31","0.00","0.0","0.0","63","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-01","0.25","0.0","0.0","67","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-02","0.15","0.0","0.0","53","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-03","0.00","0.0","0.0","52","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-04","0.60","0.0","0.0","49","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-05","0.02","0.0","0.0","54","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-06","0.30","0.0","0.0","46","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-07","0.00","0.0","0.0","52","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-08","0.00","0.0","0.0","62","31",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-09","0.00","0.0","0.0","56","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-10","0.22","0.0","0.0","57","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-11","0.08","0.0","0.0","53","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-12","0.00","0.0","0.0","58","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-13","0.19","0.0","0.0","52","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-14","1.01","0.0","0.0","51","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-15","0.82","0.0","0.0","51","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-16","0.02","0.0","0.0","54","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-17","0.00","0.0","0.0","55","33",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-18","0.00","0.0","0.0","55","33",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-19","0.00","0.0","0.0","58","35",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-20","0.05","0.0","0.0","59","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-21","0.11","0.0","0.0","53","37",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-22","0.00","0.0","0.0","64","34",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-23","0.00","0.0","0.0","72","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-24","0.30","0.0","0.0","56","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-25","0.75","0.0","0.0","58","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-26","0.12","0.0","0.0","57","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-27","0.08","0.0","0.0","57","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-28","0.29","0.0","0.0","52","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-29","0.00","0.0","0.0","58","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-04-30","0.00","0.0","0.0","60","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-01","0.00","0.0","0.0","68","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-02","0.00","0.0","0.0","62","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-03","0.06","0.0","0.0","62","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-04","0.00","0.0","0.0","72","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-05","0.09","0.0","0.0","58","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-06","0.28","0.0","0.0","55","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-07","0.63","0.0","0.0","58","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-08","0.74","0.0","0.0","58","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-09","0.00","0.0","0.0","59","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-10","0.00","0.0","0.0","64","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-11","0.28","0.0","0.0","58","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-12","0.00","0.0","0.0","63","37",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-13","0.00","0.0","0.0","77","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-14","0.15","0.0","0.0","64","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-15","0.76","0.0","0.0","56","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-16","0.05","0.0","0.0","62","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-17","0.00","0.0","0.0","64","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-18","0.00","0.0","0.0","73","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-19","0.00","0.0","0.0","74","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-20","0.00","0.0","0.0","75","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-21","0.05","0.0","0.0","63","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-22","0.00","0.0","0.0","58","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-23","0.02","0.0","0.0","61","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-24","0.00","0.0","0.0","68","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-25","0.38","0.0","0.0","57","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-26","0.19","0.0","0.0","57","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-27","0.44","0.0","0.0","57","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-28","0.03","0.0","0.0","63","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-29","0.02","0.0","0.0","54","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-30","0.05","0.0","0.0","65","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-05-31","0.03","0.0","0.0","64","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-01","0.46","0.0","0.0","62","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-02","0.17","0.0","0.0","62","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-03","0.00",,,"77","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-04","0.00",,,"87","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-05","0.00",,,"79","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-06","0.00","0.0","0.0","70","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-07","0.00","0.0","0.0","66","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-08","0.00","0.0","0.0","61","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-09","0.00","0.0","0.0","75","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-10","0.00","0.0","0.0","64","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-11","0.00","0.0","0.0","71","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-12","0.00","0.0","0.0","67","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-13","0.01","0.0","0.0","70","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-14","0.00","0.0","0.0","67","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-15","0.06","0.0","0.0","65","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-16","0.00","0.0","0.0","70","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-17","0.00","0.0","0.0","76","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-18","0.21","0.0","0.0","60","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-19","0.00","0.0","0.0","65","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-20","0.00","0.0","0.0","73","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-21","0.00","0.0","0.0","84","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-22","0.00","0.0","0.0","70","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-24","0.00","0.0","0.0","70","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-25","0.00","0.0","0.0","73","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-26","0.00",,,"75","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-27","0.01",,,"79","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-28","0.07",,,"68","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-29","0.03","0.0","0.0","68","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-06-30","0.00","0.0","0.0","67","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-01","0.00","0.0","0.0","80","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-02","0.00","0.0","0.0","85","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-03","0.00","0.0","0.0","75","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-04","0.00","0.0","0.0","82","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-05","0.00","0.0","0.0","87","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-06","0.00","0.0","0.0","88","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-07","0.00","0.0","0.0","66","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-08","0.00",,,"72","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-09","0.00",,,"79","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-10","0.00",,,"80","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-11","0.00",,,"72","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-12","0.20",,,"69","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-13","0.00","0.0","0.0","73","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-14","0.00","0.0","0.0","71","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-15","0.00",,,"81","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-16","0.13","0.0","0.0","74","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-17","0.73","0.0","0.0","67","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-18","0.00","0.0","0.0","73","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-19","0.12","0.0","0.0","68","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-20","0.00","0.0","0.0","76","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-21","0.01","0.0","0.0","71","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-22","0.00","0.0","0.0","75","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-23","0.00","0.0","0.0","85","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-24","0.00","0.0","0.0","88","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-25","0.01","0.0","0.0","74","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-26","0.00","0.0","0.0","74","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-27","0.00","0.0","0.0","76","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-28","0.00","0.0","0.0","84","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-29","0.00","0.0","0.0","82","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-30","0.00","0.0","0.0","84","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-07-31","0.00","0.0","0.0","80","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-01","0.00",,,"84","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-02","0.00",,,"81","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-03","0.00","0.0","0.0","84","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-04","0.00","0.0","0.0","85","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-05","0.00","0.0","0.0","76","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-06","0.00","0.0","0.0","74","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-07","0.00","0.0","0.0","77","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-08","0.00","0.0","0.0","73","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-09","0.00","0.0","0.0","69","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-10","0.00",,,"78","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-11","0.00",,,"79","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-12","0.00","0.0","0.0","81","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-13","0.00","0.0","0.0","72","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-14","0.00","0.0","0.0","74","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-15","0.00","0.0","0.0","79","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-16","0.00","0.0","0.0","84","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-17","0.00","0.0","0.0","83","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-18","0.00","0.0","0.0","78","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-19","0.00","0.0","0.0","82","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-20","0.00",,,"97","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-21","0.00","0.0","0.0","90","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-22","0.07","0.0","0.0","80","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-23","0.01","0.0","0.0","84","64",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-24","0.00","0.0","0.0","89","61",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-25","0.00","0.0","0.0","89","66",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-26","0.00","0.0","0.0","88","66",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-27","0.00","0.0","0.0","88","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-28","0.00","0.0","0.0","82","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-29","0.00","0.0","0.0","71","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-30","0.00","0.0","0.0","69","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-08-31","0.00","0.0","0.0","70","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-09-01","0.00","0.0","0.0","78","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-09-02","0.00","0.0","0.0","76","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2011-09-03","0.00","0.0","0.0","86","50",
